county,ai_name,AIused,year
ROCKLAND,PROPETAMPHOS,0.25704,2010
ROCKLAND,RONNEL,7.50E-05,2010
ROCKLAND,TRICHLORFON,366.2248,2010
SARATOGA,ACEPHATE,0.006471,2010
SARATOGA,CHLORPYRIFOS,9.025674,2010
SARATOGA,GLYPHOSATE,0.01415,2010
SARATOGA,PHOSMET,0.21,2010
SARATOGA,PROPETAMPHOS,0.00567,2010
SARATOGA,TRICHLORFON,299.31098,2010
SCHENECTADY,ACEPHATE,0.004717,2010
SCHENECTADY,CHLORPYRIFOS,2.371228,2010
SCHENECTADY,DICHLORVOS,0.29388,2010
SCHENECTADY,GLYPHOSATE,0.01415,2010
SCHENECTADY,PROPETAMPHOS,0.0189,2010
SCHENECTADY,TRICHLORFON,129.86448,2010
SCHOHARIE,ACEPHATE,0.03324,2010
SCHOHARIE,CHLORPYRIFOS,0.08,2010
SCHOHARIE,GLYPHOSATE,9.80234,2010
SCHOHARIE,TRICHLORFON,0.008,2010
SCHUYLER,CHLORPYRIFOS-METHYL,0.20304,2010
SCHUYLER,DICHLORVOS,1.00E-05,2010
SCHUYLER,DIMETHOATE,0.50895,2010
SCHUYLER,RONNEL,2.50E-05,2010
SENECA,CHLORPYRIFOS,3.48005,2010
SENECA,DICHLORVOS,0.83475,2010
SENECA,GLYPHOSATE,24.13875,2010
SENECA,PHOSMET,40.6,2010
ST.LAWRENCE,CHLORPYRIFOS,7.1063,2010
ST.LAWRENCE,DICROTOPHOS,0.0328,2010
STEUBEN,ACEPHATE,8.00E-04,2010
STEUBEN,CHLORPYRIFOS,1.2245,2010
STEUBEN,DIMETHOATE,26.13915,2010
STEUBEN,GLYPHOSATE,49.24305,2010
SUFFOLK,ACEPHATE,5658.2189,2010
SUFFOLK,AZINPHOS-METHYL,3.9602,2010
SUFFOLK,BENSULIDE,54.054975,2010
SUFFOLK,CHLORPYRIFOS,107.514423,2010
SUFFOLK,DIAZINON,0.4741,2010
SUFFOLK,DICHLORVOS,7.066534,2010
SUFFOLK,DICROTOPHOS,0.1148,2010
SUFFOLK,DIMETHOATE,0.17835,2010
SUFFOLK,DISULFOTON,6.2637,2010
SUFFOLK,GLYPHOSATE,0.01132,2010
SUFFOLK,ISOFENPHOS,13.8,2010
SUFFOLK,NALED,0.801,2010
SUFFOLK,OXYDEMETON-METHYL,0.025,2010
SUFFOLK,PHORATE,17.55,2010
SUFFOLK,PROPETAMPHOS,0.95256,2010
SUFFOLK,TRICHLORFON,7787.51712,2010
SULLIVAN,ACEPHATE,1.18206,2010
SULLIVAN,CHLORPYRIFOS,4.06914,2010
SULLIVAN,DICHLORVOS,0.00186,2010
SULLIVAN,DICROTOPHOS,0.0246,2010
SULLIVAN,GLYPHOSATE,0.01415,2010
SULLIVAN,PROPETAMPHOS,0.02835,2010
SULLIVAN,TRICHLORFON,6.2,2010
TIOGA,ACEPHATE,0.00282,2010
TIOGA,CHLORPYRIFOS,4.62758,2010
TIOGA,GLYPHOSATE,16.58245,2010
TIOGA,TRICHLORFON,4.526,2010
TOMPKINS,ACEPHATE,7.3526,2010
TOMPKINS,CHLORPYRIFOS,0.1978,2010
TOMPKINS,CHLORPYRIFOS-METHYL,0.00648,2010
TOMPKINS,DIAZINON,0.0125,2010
TOMPKINS,DICHLORVOS,0.13206,2010
TOMPKINS,DICROTOPHOS,0.0164,2010
TOMPKINS,GLYPHOSATE,177.161,2010
TOMPKINS,NALED,0.0062,2010
TOMPKINS,OXYDEMETON-METHYL,0.125,2010
TOMPKINS,PHOSMET,31.5,2010
TOMPKINS,TRICHLORFON,10.23,2010
ULSTER,ACEPHATE,1.575,2010
ULSTER,BENSULIDE,2.76,2010
ULSTER,CHLORPYRIFOS,0.78025,2010
ULSTER,DICHLORVOS,0.03358,2010
ULSTER,DISULFOTON,0.6,2010
ULSTER,PARATHION,0.0112,2010
ULSTER,PHOSMET,32.179,2010
ULSTER,PROPETAMPHOS,0.01701,2010
ULSTER,TRICHLORFON,12.452,2010
UnreportedCounty,CHLORPYRIFOS,2.412,2010
UnreportedCounty,DICHLORVOS,42.6,2010
UnreportedCounty,DIMETHOATE,69.6,2010
UnreportedCounty,DISULFOTON,0.225,2010
UnreportedCounty,TRICHLORFON,109.144,2010
WARREN,ACEPHATE,0.0012,2010
WARREN,CHLORPYRIFOS,0.0024,2010
WARREN,DICHLORVOS,0.03162,2010
WARREN,PHOSMET,0.21,2010
WARREN,PROPETAMPHOS,0.00945,2010
WARREN,TRICHLORFON,210.146,2010
WASHINGTON,DICHLORVOS,0.03162,2010
WASHINGTON,GLYPHOSATE,15.12695,2010
WASHINGTON,PROPETAMPHOS,0.00189,2010
WASHINGTON,TRICHLORFON,51.46,2010
WAYNE,ACEPHATE,0.0034,2010
WAYNE,CHLORPYRIFOS,4.68504,2010
WAYNE,DICHLORVOS,0.5617,2010
WAYNE,GLYPHOSATE,178.2885,2010
WAYNE,TRICHLORFON,73.4049,2010
WESTCHESTER,ACEPHATE,115.426799,2010
WESTCHESTER,BENSULIDE,67.4548,2010
WESTCHESTER,CHLORPYRIFOS,281.5461425,2010
WESTCHESTER,DIAZINON,3.33492,2010
WESTCHESTER,DICHLORVOS,20.78884,2010
WESTCHESTER,DICROTOPHOS,0.3034,2010
WESTCHESTER,DIMETHOATE,0.17835,2010
WESTCHESTER,DISULFOTON,0.01,2010
WESTCHESTER,FENAMIPHOS,84,2010
WESTCHESTER,GLYPHOSATE,0.53204,2010
WESTCHESTER,OXYDEMETON-METHYL,0.005,2010
WESTCHESTER,PARATHION,0.0038,2010
WESTCHESTER,PHOSMET,13.51,2010
WESTCHESTER,PROPETAMPHOS,0.64449,2010
WESTCHESTER,TEMEPHOS,0.0342,2010
WESTCHESTER,TRICHLORFON,1772.36812,2010
WYOMING,ACEPHATE,159.3,2010
WYOMING,CHLORPYRIFOS,4.521696,2010
WYOMING,DIAZINON,1.69,2010
WYOMING,DIMETHOATE,710.1288,2010
WYOMING,GLYPHOSATE,260.6042,2010
WYOMING,TRICHLORFON,12.71,2010
YATES,ACEPHATE,0.0025,2010
YATES,DICHLORVOS,0.1855,2010
YATES,PHORATE,0.009,2010
ALBANY,ACEPHATE,0.0417,2011
ALBANY,BENSULIDE,26.31,2011
ALBANY,CHLORPYRIFOS,0.16253,2011
ALBANY,DICHLORVOS,57.80964,2011
ALBANY,FENAMIPHOS,22.5,2011
ALBANY,GLYPHOSATE,12.31353,2011
ALBANY,PROPETAMPHOS,0.00189,2011
ALBANY,TRICHLORFON,168.70208,2011
ALLEGANY,CHLORPYRIFOS,3.25,2011
ALLEGANY,GLYPHOSATE,34.3129,2011
ALLEGANY,TRICHLORFON,12.09,2011
BRONX,ACEPHATE,12.87142,2011
BRONX,CHLORPYRIFOS,7.8794,2011
BRONX,DIAZINON,0.0055,2011
BRONX,DICHLORVOS,0.6545,2011
BRONX,DICROTOPHOS,0.0082,2011
BRONX,FENAMIPHOS,0.007,2011
BRONX,GLYPHOSATE,2.39135,2011
BRONX,NALED,0.225,2011
BRONX,PHOSMET,0.0375,2011
BRONX,PROPETAMPHOS,3.42717,2011
BRONX,RONNEL,2.50E-05,2011
BRONX,TRICHLORFON,72.1,2011
BROOME,ACEPHATE,0.43462,2011
BROOME,CHLORPYRIFOS,1.2063,2011
BROOME,DICHLORVOS,0.25793,2011
BROOME,GLYPHOSATE,168.305,2011
BROOME,RONNEL,2.50E-05,2011
BROOME,TRICHLORFON,91.505,2011
CATTARAUGUS,GLYPHOSATE,76.7848,2011
CATTARAUGUS,TRICHLORFON,5.58,2011
CAYUGA,CHLORPYRIFOS,0.294,2011
CAYUGA,CHLORPYRIFOS-METHYL,0.01296,2011
CAYUGA,DICHLORVOS,0.0015,2011
CAYUGA,DICROTOPHOS,0.0574,2011
CAYUGA,GLYPHOSATE,805.55365,2011
CAYUGA,OXYDEMETON-METHYL,6.35,2011
CAYUGA,TRICHLORFON,6.262,2011
CHAUTAUQUA,ACEPHATE,0.0873,2011
CHAUTAUQUA,CHLORPYRIFOS,4.2022,2011
CHAUTAUQUA,DICHLORVOS,1.14204,2011
CHAUTAUQUA,GLYPHOSATE,90.5608,2011
CHAUTAUQUA,TRICHLORFON,2.604,2011
CHEMUNG,ACEPHATE,1.12002,2011
CHEMUNG,CHLORPYRIFOS,1.0548,2011
CHEMUNG,DICHLORVOS,0.49226,2011
CHEMUNG,DICROTOPHOS,0.0328,2011
CHEMUNG,GLYPHOSATE,31.1447,2011
CHEMUNG,TRICHLORFON,314.8639,2011
CHENANGO,ACEPHATE,0.1056,2011
CHENANGO,CHLORPYRIFOS,3.36741,2011
CHENANGO,GLYPHOSATE,159.45925,2011
CLINTON,CHLORPYRIFOS,5.00E-05,2011
CLINTON,DICHLORVOS,0.08556,2011
CLINTON,DICROTOPHOS,0.0082,2011
CLINTON,TRICHLORFON,5.766,2011
COLUMBIA,BENSULIDE,12.58,2011
COLUMBIA,CHLORPYRIFOS,8.290846,2011
COLUMBIA,DICHLORVOS,26,2011
COLUMBIA,DISULFOTON,0.0025,2011
COLUMBIA,PHOSMET,2.8,2011
COLUMBIA,TRICHLORFON,0.032,2011
CORTLAND,CHLORPYRIFOS,2.16795,2011
CORTLAND,DICHLORVOS,0.00372,2011
CORTLAND,GLYPHOSATE,63.57255,2011
CORTLAND,TRICHLORFON,14.51173,2011
DELAWARE,CHLORPYRIFOS,11.57892,2011
DELAWARE,DICHLORVOS,0.00744,2011
DELAWARE,GLYPHOSATE,157.03829,2011
DELAWARE,TRICHLORFON,23.144,2011
DUTCHESS,ACEPHATE,24.9159,2011
DUTCHESS,BENSULIDE,6.348,2011
DUTCHESS,CHLORPYRIFOS,4.976186,2011
DUTCHESS,DICHLORVOS,0.48212,2011
DUTCHESS,DICROTOPHOS,0.0082,2011
DUTCHESS,PHOSMET,5.6,2011
DUTCHESS,PROPETAMPHOS,0.02835,2011
DUTCHESS,TRICHLORFON,128.32912,2011
ERIE,ACEPHATE,2.89562,2011
ERIE,AZINPHOS-METHYL,8.00E-04,2011
ERIE,BENSULIDE,0.3358,2011
ERIE,CHLORPYRIFOS,20.273038,2011
ERIE,DIAZINON,0.24,2011
ERIE,DICHLORVOS,88.20006,2011
ERIE,DICROTOPHOS,0.697,2011
ERIE,DIMETHOATE,0.3045,2011
ERIE,FENAMIPHOS,0.04775,2011
ERIE,GLYPHOSATE,18.52048,2011
ERIE,OXYDEMETON-METHYL,0.005,2011
ERIE,PHOSMET,2.8,2011
ERIE,TRICHLORFON,1741.09772,2011
ESSEX,CHLORPYRIFOS,12.065002,2011
ESSEX,GLYPHOSATE,35.0878,2011
ESSEX,TRICHLORFON,32.80249,2011
FRANKLIN,CHLORPYRIFOS,11.40015,2011
FRANKLIN,GLYPHOSATE,33.6474,2011
FRANKLIN,PHOSMET,5.6,2011
FRANKLIN,TRICHLORFON,92.65875,2011
FULTON,CHLORPYRIFOS,0.12949,2011
FULTON,DICHLORVOS,0.1302,2011
FULTON,PROPETAMPHOS,0.00567,2011
GENESEE,CHLORPYRIFOS,0.50765,2011
GENESEE,DIAZINON,26.91006,2011
GENESEE,DICROTOPHOS,0.0164,2011
GENESEE,GLYPHOSATE,46.7318,2011
GENESEE,TRICHLORFON,15.18566,2011
GREENE,CHLORPYRIFOS,4.5,2011
GREENE,GLYPHOSATE,42.98129,2011
GREENE,PROPETAMPHOS,0.01134,2011
HAMILTON,CHLORPYRIFOS,5.3868,2011
HAMILTON,ISOFENPHOS,1.196,2011
HAMILTON,TRICHLORFON,31.62,2011
HERKIMER,ACEPHATE,0.0901,2011
HERKIMER,CHLORPYRIFOS,1.851424,2011
HERKIMER,GLYPHOSATE,10.85885,2011
HERKIMER,TRICHLORFON,2.976,2011
IllegibleCounty,ACEPHATE,0.5844,2011
InvalidCounty,TRICHLORFON,5.611,2011
JEFFERSON,CHLORPYRIFOS,97.835772,2011
JEFFERSON,DICHLORVOS,0.00186,2011
JEFFERSON,GLYPHOSATE,228.8702,2011
KINGS,ACEPHATE,24.03,2011
KINGS,CHLORPYRIFOS,0.042263,2011
KINGS,DIAZINON,0.076,2011
KINGS,DICHLORVOS,4.88163,2011
KINGS,PROPETAMPHOS,2.25129,2011
KINGS,TEMEPHOS,0.026676,2011
KINGS,TRICHLORFON,4.9045,2011
LEWIS,ACEPHATE,0.03896,2011
LEWIS,CHLORPYRIFOS,0.1135,2011
LEWIS,GLYPHOSATE,153.53065,2011
LEWIS,TRICHLORFON,24,2011
LIVINGSTON,CHLORPYRIFOS,20.4,2011
LIVINGSTON,DIAZINON,11.5709,2011
LIVINGSTON,GLYPHOSATE,351.39423,2011
LIVINGSTON,PARATHION,23.35773,2011
LIVINGSTON,PARATHION-METHYL,11.67683,2011
MADISON,ACEPHATE,0.13014,2011
MADISON,CHLORPYRIFOS,3.051142,2011
MADISON,DICHLORVOS,0.00186,2011
MADISON,GLYPHOSATE,179.10645,2011
MADISON,PHOSMET,22.575,2011
MADISON,TRICHLORFON,9.238,2011
MONROE,ACEPHATE,5.22376,2011
MONROE,AZINPHOS-METHYL,0.38675,2011
MONROE,CHLORPYRIFOS,1.63748,2011
MONROE,DIAZINON,2.31505,2011
MONROE,DICHLORVOS,0.13392,2011
MONROE,DICROTOPHOS,0.0984,2011
MONROE,GLYPHOSATE,62.6887,2011
MONROE,PARATHION,4.5,2011
MONROE,PROPETAMPHOS,0.02646,2011
MONROE,TRICHLORFON,1862.75226,2011
MONTGOMERY,CHLORPYRIFOS,0.6,2011
MONTGOMERY,DICHLORVOS,0.09858,2011
MONTGOMERY,DISULFOTON,1.00E-04,2011
MONTGOMERY,TRICHLORFON,4.278,2011
NASSAU,ACEPHATE,274.1735,2011
NASSAU,BENSULIDE,78.39675,2011
NASSAU,CHLORPYRIFOS,301.4752318,2011
NASSAU,DIAZINON,1.056,2011
NASSAU,DICHLORVOS,7.9875,2011
NASSAU,DICROTOPHOS,0.0492,2011
NASSAU,NALED,0.2325,2011
NASSAU,OXYDEMETON-METHYL,0.16,2011
NASSAU,PROPETAMPHOS,1.20204,2011
NASSAU,TRICHLORFON,5876.25021,2011
NEWYORK,ACEPHATE,95.555775,2011
NEWYORK,CHLORPYRIFOS,0.016497,2011
NEWYORK,DIAZINON,0.08718,2011
NEWYORK,DICHLORVOS,20.40801,2011
NEWYORK,DICROTOPHOS,0.0246,2011
NEWYORK,DISULFOTON,0.0162,2011
NEWYORK,NALED,0.525,2011
NEWYORK,PHOSMET,0.0015,2011
NEWYORK,PROPETAMPHOS,0.77301,2011
NEWYORK,RONNEL,0.003975,2011
NEWYORK,TRICHLORFON,25.558,2011
NIAGARA,ACEPHATE,0.16362,2011
NIAGARA,CHLORPYRIFOS,0.9045,2011
NIAGARA,DICROTOPHOS,0.1394,2011
NIAGARA,DISULFOTON,0.02,2011
NIAGARA,GLYPHOSATE,287.11685,2011
NIAGARA,TRICHLORFON,147.22768,2011
ONEIDA,ACEPHATE,4.5933,2011
ONEIDA,CHLORPYRIFOS,8.718794,2011
ONEIDA,DICHLORVOS,0.00186,2011
ONEIDA,GLYPHOSATE,201.45179,2011
ONEIDA,ISOFENPHOS,2.52,2011
ONEIDA,PROPETAMPHOS,0.00567,2011
ONEIDA,TRICHLORFON,51.336,2011
ONONDAGA,ACEPHATE,7.67532,2011
ONONDAGA,BENSULIDE,18.87,2011
ONONDAGA,CHLORPYRIFOS,22.50791,2011
ONONDAGA,DICHLORVOS,0.13769,2011
ONONDAGA,DICROTOPHOS,0.1312,2011
ONONDAGA,GLYPHOSATE,104.8649,2011
ONONDAGA,NALED,0.128,2011
ONONDAGA,TRICHLORFON,171.25365,2011
ONTARIO,ACEPHATE,17.07,2011
ONTARIO,CHLORPYRIFOS,6.319484,2011
ONTARIO,CHLORPYRIFOS-METHYL,0.4968,2011
ONTARIO,DICHLORVOS,0.026521,2011
ONTARIO,DICROTOPHOS,0.0246,2011
ONTARIO,GLYPHOSATE,456.93275,2011
ONTARIO,PARATHION,6,2011
ONTARIO,PHOSMET,363.615,2011
ONTARIO,PIRIMIPHOS-METHYL,0.456,2011
ONTARIO,TRICHLORFON,134.51892,2011
ORANGE,ACEPHATE,5.70662,2011
ORANGE,BENSULIDE,6.6562,2011
ORANGE,CHLORPYRIFOS,26.581,2011
ORANGE,DICHLORVOS,2.60586,2011
ORANGE,DICROTOPHOS,0.0164,2011
ORANGE,PROPETAMPHOS,0.00567,2011
ORANGE,TRICHLORFON,338.20811,2011
ORLEANS,GLYPHOSATE,43.15533,2011
ORLEANS,PARATHION-METHYL,5.475,2011
ORLEANS,TRICHLORFON,2.18922,2011
OSWEGO,CHLORPYRIFOS,13.91875,2011
OSWEGO,DICROTOPHOS,0.0082,2011
OSWEGO,GLYPHOSATE,26.9411,2011
OTSEGO,DICHLORVOS,0.0651,2011
OTSEGO,GLYPHOSATE,66.28633,2011
OTSEGO,TRICHLORFON,8.81392,2011
PUTNAM,ACEPHATE,12,2011
PUTNAM,CHLORPYRIFOS,0.87135,2011
PUTNAM,DICHLORVOS,0.12462,2011
PUTNAM,DICROTOPHOS,0.0082,2011
PUTNAM,PROPETAMPHOS,0.01134,2011
PUTNAM,TRICHLORFON,96.734,2011
QUEENS,ACEPHATE,220.43338,2011
QUEENS,BENSULIDE,23.91,2011
QUEENS,CHLORPYRIFOS,22.94864,2011
QUEENS,DIAZINON,0.11648,2011
QUEENS,DICHLORVOS,17.15632,2011
QUEENS,GLYPHOSATE,3.26016,2011
QUEENS,NALED,0.3,2011
QUEENS,OXYDEMETON-METHYL,0.02,2011
QUEENS,PROPETAMPHOS,1.44207,2011
QUEENS,RONNEL,0.035,2011
QUEENS,TRICHLORFON,60.64171,2011
RENSSELAER,CHLORPYRIFOS,6.06656,2011
RENSSELAER,DICHLORVOS,0.00744,2011
RENSSELAER,DISULFOTON,0.0025,2011
RENSSELAER,GLYPHOSATE,0.01415,2011
RENSSELAER,PROPETAMPHOS,0.04725,2011
RENSSELAER,TRICHLORFON,78.12713,2011
RICHMOND,ACEPHATE,4.20262,2011
RICHMOND,CHLORPYRIFOS,8.39641,2011
RICHMOND,DICHLORVOS,1.64796,2011
RICHMOND,PROPETAMPHOS,0.20253,2011
RICHMOND,TRICHLORFON,103.42344,2011
ROCKLAND,ACEPHATE,6.72216,2011
ROCKLAND,BENSULIDE,45.1175,2011
ROCKLAND,CHLORPYRIFOS,18.6745123,2011
ROCKLAND,DICHLORVOS,0.11739,2011
ROCKLAND,DICROTOPHOS,0.041,2011
ROCKLAND,PROPETAMPHOS,0.17766,2011
ROCKLAND,RONNEL,0.000525,2011
ROCKLAND,TRICHLORFON,170.08258,2011
SARATOGA,ACEPHATE,0.04226,2011
SARATOGA,BENSULIDE,1.38,2011
SARATOGA,CHLORPYRIFOS,33.1185,2011
SARATOGA,DICHLORVOS,0.22692,2011
SARATOGA,GLYPHOSATE,0.01981,2011
SARATOGA,PHOSMET,1.54,2011
SARATOGA,TRICHLORFON,241.29966,2011
SCHENECTADY,ACEPHATE,0.004017,2011
SCHENECTADY,CHLORPYRIFOS,2.969534,2011
SCHENECTADY,DICHLORVOS,0.03162,2011
SCHENECTADY,GLYPHOSATE,0.00566,2011
SCHENECTADY,PROPETAMPHOS,0.00756,2011
SCHENECTADY,TRICHLORFON,40.3031,2011
SCHOHARIE,CHLORPYRIFOS,0.375,2011
SCHOHARIE,GLYPHOSATE,7.25329,2011
SCHUYLER,CHLORPYRIFOS,0.3,2011
SCHUYLER,CHLORPYRIFOS-METHYL,0.42984,2011
SCHUYLER,GLYPHOSATE,86.715,2011
SENECA,ACEPHATE,0.0576,2011
SENECA,CHLORPYRIFOS,18.68775,2011
SENECA,GLYPHOSATE,20.34864,2011
SENECA,PHOSMET,37.8,2011
ST.LAWRENCE,CHLORPYRIFOS,11.805818,2011
ST.LAWRENCE,GLYPHOSATE,0.5262,2011
ST.LAWRENCE,OXYDEMETON-METHYL,0.02,2011
STEUBEN,CHLORPYRIFOS,0.6,2011
STEUBEN,DICHLORVOS,0.02046,2011
STEUBEN,GLYPHOSATE,69.46425,2011
STEUBEN,TRICHLORFON,0.93,2011
SUFFOLK,ACEPHATE,511.7356,2011
SUFFOLK,AZINPHOS-METHYL,3.994176,2011
SUFFOLK,BENSULIDE,13.122305,2011
SUFFOLK,CHLORPYRIFOS,128.72798,2011
SUFFOLK,DIAZINON,15.08,2011
SUFFOLK,DICHLORVOS,7.05126,2011
SUFFOLK,DICROTOPHOS,0.164,2011
SUFFOLK,DIMETHOATE,0.15225,2011
SUFFOLK,DISULFOTON,5.1906,2011
SUFFOLK,FENAMIPHOS,1,2011
SUFFOLK,GLYPHOSATE,0.4811,2011
SUFFOLK,ISOFENPHOS,5.873273,2011
SUFFOLK,METHAMIDOPHOS,0.004,2011
SUFFOLK,OXYDEMETON-METHYL,0.085,2011
SUFFOLK,PROPETAMPHOS,0.44982,2011
SUFFOLK,TRICHLORFON,4346.58887,2011
SULLIVAN,ACEPHATE,0.00974,2011
SULLIVAN,CHLORPYRIFOS,2.7475,2011
SULLIVAN,DICHLORVOS,0.09858,2011
SULLIVAN,PROPETAMPHOS,0.00756,2011
SULLIVAN,TRICHLORFON,38.879,2011
TIOGA,ACEPHATE,0.1425,2011
TIOGA,CHLORPYRIFOS,2.86157,2011
TIOGA,DICHLORVOS,0.17866,2011
TIOGA,GLYPHOSATE,30.2908,2011
TIOGA,TRICHLORFON,0.31,2011
TOMPKINS,ACEPHATE,10.54482,2011
TOMPKINS,CHLORPYRIFOS,0.5383,2011
TOMPKINS,DICHLORVOS,0.6138,2011
TOMPKINS,GLYPHOSATE,157.358,2011
TOMPKINS,PHOSMET,25.2,2011
TOMPKINS,TRICHLORFON,1.884,2011
ULSTER,ACEPHATE,0.2791,2011
ULSTER,BENSULIDE,1.15,2011
ULSTER,CHLORPYRIFOS,0.776066,2011
ULSTER,DICHLORVOS,0.31096,2011
ULSTER,PHOSMET,20.72,2011
ULSTER,PROPETAMPHOS,0.00756,2011
ULSTER,TRICHLORFON,13.351,2011
UnreportedCounty,BENSULIDE,0.0014,2011
UnreportedCounty,CHLORPYRIFOS,6.52955,2011
UnreportedCounty,DICHLORVOS,24,2011
UnreportedCounty,GLYPHOSATE,4.4075,2011
UnreportedCounty,TRICHLORFON,28.905,2011
WARREN,ACEPHATE,0.0032,2011
WARREN,DISULFOTON,0.0225,2011
WARREN,PHOSMET,4.13,2011
WARREN,PROPETAMPHOS,0.00378,2011
WARREN,TRICHLORFON,228.24011,2011
WASHINGTON,PHOSMET,0.91,2011
WASHINGTON,PROPETAMPHOS,0.00378,2011
WASHINGTON,TRICHLORFON,24.707,2011
WAYNE,CHLORPYRIFOS,11.70779,2011
WAYNE,DICHLORVOS,0.26226,2011
WAYNE,GLYPHOSATE,363.40633,2011
WAYNE,PARATHION,21.743395,2011
WAYNE,TRICHLORFON,50.45784,2011
WESTCHESTER,ACEPHATE,96.439165,2011
WESTCHESTER,AZINPHOS-METHYL,9.21689,2011
WESTCHESTER,BENSULIDE,71.0056,2011
WESTCHESTER,CHLORPYRIFOS,262.8347661,2011
WESTCHESTER,DICHLORVOS,9.90314,2011
WESTCHESTER,DICROTOPHOS,0.2378,2011
WESTCHESTER,DIMETHOATE,0.087,2011
WESTCHESTER,FENAMIPHOS,38,2011
WESTCHESTER,GLYPHOSATE,0.0305,2011
WESTCHESTER,PHOSMET,6.125,2011
WESTCHESTER,PROPETAMPHOS,0.34965,2011
WESTCHESTER,RONNEL,5.00E-05,2011
WESTCHESTER,TRICHLORFON,1692.38017,2011
WYOMING,CHLORPYRIFOS,64.583,2011
WYOMING,DICROTOPHOS,0.0082,2011
WYOMING,GLYPHOSATE,191.22605,2011
WYOMING,PROPETAMPHOS,0.00189,2011
YATES,ACEPHATE,0.24,2011
YATES,DICHLORVOS,3.19548,2011
YATES,DICROTOPHOS,0.0082,2011
YATES,TRICHLORFON,0.031,2011
ALBANY,BENSULIDE,18.445,2012
ALBANY,CHLORPYRIFOS,9.03017,2012
ALBANY,DICHLORVOS,7.58322,2012
ALBANY,PROPETAMPHOS,1.323,2012
ALBANY,TRICHLORFON,12.462,2012
ALLEGANY,DICHLORVOS,0.00744,2012
BRONX,ACEPHATE,701.3586,2012
BRONX,CHLORPYRIFOS,0.15348,2012
BRONX,DIAZINON,0.06595,2012
BRONX,DICHLORVOS,6.20916,2012
BRONX,TRICHLORFON,106.64,2012
BROOME,ACEPHATE,0.09016,2012
BROOME,CHLORPYRIFOS,1.206,2012
BROOME,DICHLORVOS,0.10416,2012
BROOME,TRICHLORFON,46.7976,2012
CATTARAUGUS,CHLORPYRIFOS,8.453872,2012
CATTARAUGUS,TRICHLORFON,1.86,2012
CAYUGA,DICHLORVOS,0.10788,2012
CAYUGA,TRICHLORFON,1.86,2012
CHAUTAUQUA,ACEPHATE,179.1402,2012
CHAUTAUQUA,DICHLORVOS,1.04904,2012
CHAUTAUQUA,TRICHLORFON,0.58714,2012
CHEMUNG,ACEPHATE,0.30762,2012
CHEMUNG,DICHLORVOS,0.22878,2012
CHEMUNG,ISOFENPHOS,0.09,2012
CHEMUNG,TRICHLORFON,17.794,2012
CHENANGO,CHLORPYRIFOS,2.2512,2012
CHENANGO,DICHLORVOS,0.02604,2012
CHENANGO,TRICHLORFON,15.066,2012
CLINTON,DICHLORVOS,0.9114,2012
CLINTON,DICROTOPHOS,0.0656,2012
CLINTON,TRICHLORFON,21.204,2012
COLUMBIA,ACEPHATE,59.901,2012
COLUMBIA,BENSULIDE,1.4,2012
COLUMBIA,CHLORPYRIFOS,2.263394,2012
COLUMBIA,DICHLORVOS,36,2012
COLUMBIA,TRICHLORFON,1.953,2012
CORTLAND,CHLORPYRIFOS,4.782956,2012
DELAWARE,CHLORPYRIFOS,4.318064,2012
DELAWARE,DICHLORVOS,0.6,2012
DELAWARE,TRICHLORFON,12.09,2012
DUTCHESS,ACEPHATE,0.3761,2012
DUTCHESS,CHLORPYRIFOS,9.777752,2012
DUTCHESS,DICHLORVOS,0.43896,2012
DUTCHESS,PHOSMET,18.9,2012
DUTCHESS,TRICHLORFON,215.667,2012
ERIE,ACEPHATE,7.51232,2012
ERIE,BENSULIDE,0.945,2012
ERIE,CHLORPYRIFOS,0.2117,2012
ERIE,DIAZINON,0.02,2012
ERIE,DICHLORVOS,165.70349,2012
ERIE,NALED,0.0952,2012
ERIE,PHOSMET,4.55,2012
ERIE,TRICHLORFON,85.39326,2012
ESSEX,CHLORPYRIFOS,8.828212,2012
ESSEX,TRICHLORFON,61.07,2012
FRANKLIN,CHLORPYRIFOS,1.130424,2012
FRANKLIN,GLYPHOSATE,0.27375,2012
FULTON,CHLORPYRIFOS,0.0013,2012
FULTON,TRICHLORFON,14.8614,2012
GENESEE,TRICHLORFON,15.88388,2012
GREENE,CHLORPYRIFOS,5.00E-05,2012
HAMILTON,CHLORPYRIFOS,6.63367,2012
HAMILTON,DICHLORVOS,0.0651,2012
HAMILTON,ISOFENPHOS,2.248,2012
HAMILTON,TRICHLORFON,22.32,2012
HERKIMER,DICHLORVOS,0.00372,2012
HERKIMER,TRICHLORFON,13.37,2012
InvalidCounty,TRICHLORFON,0.279,2012
IrregularCounty,OXYDEMETON-METHYL,0.005,2012
JEFFERSON,DICHLORVOS,0.01116,2012
JEFFERSON,TRICHLORFON,0.00373,2012
KINGS,ACEPHATE,14.53208,2012
KINGS,CHLORPYRIFOS,0.01935,2012
KINGS,DIAZINON,0.02,2012
KINGS,DICHLORVOS,1.18654,2012
KINGS,TEMEPHOS,0.011799,2012
KINGS,TRICHLORFON,17.532,2012
LEWIS,ACEPHATE,0.08766,2012
LEWIS,TRICHLORFON,1.865,2012
LIVINGSTON,CHLORPYRIFOS,3.00E-04,2012
LIVINGSTON,GLYPHOSATE,396.68935,2012
